,Feature,Customer ID,Age,Occupation,Region Type,Marriage Status,Has Children,Income,Number of Handsets,Handset Age,Has Smart Phone,Current Handset Price,Credit Rating,Is Homeowner,Credit Card On Account,Average Bill Cost,Average Minutes Used,Average Recurring Charge,Average Over Bundle Mins,Average No. Roaming Calls,Call Mins Change %,Bill Amount Change %,Average Received Minutes,Average No. Outgoing Calls,Average No. Incoming Calls,Peak:OffPeak,Peak:OffPeak Change %,Average No. Dropped Calls,Lifetime (months customer),No. Customer Care Calls Last Month,Number of Retention Calls,No. Retention Offers Accepted,No. New Frequent Numbers,Churn (Customer Left)
875,875,1060895,50.0,unknown,unknown,yes,False,7,1,424,True,,B, false,False,53.99,99.25,59.99,0.0,0.0,0.955,,41.93,3.67,0.0,4.1428571430000005,-1.067138959,0.67,14,0.0,,,0, true
876,876,1090377,30.0,professional,rural,yes,True,5,1,259,False,,B, false,True,88.61,435.5,39.99,121.0,4.24,0.09,-0.6406,55.62,19.0,0.0,2.34325624,-9.450350866,4.0,9,0.0,,,3, true
877,877,1043460,,unknown,suburban,no,False,4,1,622,True,,F, true,False,58.6,420.75,49.99,0.0,0.0,0.765,0.3258,22.29,5.0,0.0,1.8540625,11.65318143,5.33,21,0.0,1.0,1.0,0, true
878,878,1039172,46.0,unknown,unknown,no,True,4,3,143,True,149.99,G, false,True,175.23,1331.25,65.32,306.75,0.1,-0.305,-1.3332,524.9,31.0,87.67,1.153243156,-8.733131706,15.33,18,5.0,,,0, true
879,879,1010091,84.0,unknown,rural,yes,False,3,1,870,False,,C, false,True,28.02,94.75,24.99,7.5,0.0,0.905,0.154,7.05,4.0,1.33,4.001071811,1.267844826,4.0,29,0.0,,,0, false
880,880,1072562,,unknown,unknown,unknown,False,1,1,350,True,,B, true,False,93.77,1246.0,84.99,35.75,0.52,10.4,0.9922,0.0,0.0,0.0,0.0,-18.06748138,0.0,12,0.0,,,0, false
881,881,1054598,,unknown,unknown,unknown,False,1,1,522,True,,C, true,False,63.44,225.25,59.99,0.0,0.2,-0.325,-0.004,179.23,34.0,2.67,1.5069637880000002,5.139667287,1.33,18,0.0,,,0, true
882,882,1026632,52.0,unknown,suburban,unknown,False,8,6,59,True,149.99,A, false,True,113.11,1599.5,88.82,29.75,8.12,13.09,1.0946,494.58,92.33,23.0,1.145528169,2.672240408,25.33,20,0.67,,,0, true
883,883,1056628,,unknown,town,unknown,False,1,1,400,True,,C, true,False,86.14,326.5,69.99,88.5,0.0,5.01,1.1278,0.0,0.0,0.0,0.0,-1.340468196,0.0,13,0.0,,,0, true
884,884,1057073,24.0,professional,unknown,no,False,3,1,335,True,,B, false,True,30.51,192.25,39.99,0.0,0.0,-0.045,-0.0104,12.67,8.67,0.33,3.5132819189999998,0.552713838,1.67,11,0.0,,,0, true
885,885,1075454,,unknown,suburban,unknown,False,1,1,396,True,,B, true,False,35.48,350.5,44.99,0.0,0.49,-2.69,-0.0098,80.46,11.0,0.67,0.779156627,-10.97250491,9.67,14,0.0,,,0, true
886,886,1088911,30.0,unknown,unknown,no,False,9,1,226,True,,B, false,True,92.89,218.25,81.44,36.75,0.0,0.275,0.0102,47.16,8.67,12.67,1.5380710659999999,-11.66438881,7.67,7,0.0,,,0, false
887,887,1012120,54.0,professional,suburban,yes,True,10,1,981,False,,A, false,True,29.99,62.5,29.99,0.0,0.0,-0.47,,0.0,1.33,0.0,2.548725637,-12.64341816,2.33,33,0.0,,,0, false
888,888,1083065,22.0,unknown,unknown,no,False,4,1,263,True,,B, true,True,73.39,1951.5,69.99,22.0,0.0,3.41,0.3498,504.95,101.0,51.67,0.331224774,-1.104736787,87.0,9,1.0,,,0, false
889,889,1075847,42.0,unknown,town,unknown,False,8,1,334,True,,B, false,True,30.87,169.5,39.99,2.5,0.0,-0.25,-0.0176,1.17,0.0,0.0,1.500375094,-12.41223673,1.33,11,0.0,,,0, true
890,890,1053042,40.0,unknown,unknown,unknown,False,8,1,427,False,,B, false,True,35.55,279.25,29.99,24.0,0.0,-1.365,-0.1214,58.2,6.67,0.0,1.792800514,3.6446743980000003,1.33,14,0.0,,,0, false
891,891,1028868,42.0,unknown,town,no,True,2,2,525,True,149.99,C, false,True,39.3,388.5,30.0,23.0,0.0,-0.11,0.033,75.4,28.33,3.33,2.0001293159999998,-2.543366719,7.0,25,0.0,,,0, false
892,892,1075541,42.0,professional,town,yes,True,8,1,396,True,,B, false,True,30.49,168.0,39.99,0.0,0.0,1.62,0.01,12.8,2.67,0.0,3.9638055839999997,29.88911243,0.67,14,0.0,,,0, true
893,893,1075743,58.0,professional,town,yes,True,9,1,395,True,,B, false,False,49.99,44.75,59.99,0.0,0.0,-0.795,,15.28,11.33,0.0,12.37724551,-4.448356114,0.0,14,0.0,,,0, true
894,894,1014344,30.0,unknown,town,unknown,False,7,1,822,False,,A, false,True,35.74,188.5,45.49,0.0,0.0,3.41,-0.015,70.7,15.67,0.0,0.330734704,-3.2586034089999996,3.0,27,0.33,,,0, true
895,895,1018031,22.0,unknown,suburban,unknown,True,4,2,312,True,79.99,B, true,True,31.35,327.75,39.99,1.75,0.0,3.265,0.022000000000000002,0.0,0.0,0.0,0.0,3.362326589,0.0,25,0.0,,,0, true
896,896,1051729,72.0,professional,unknown,no,False,3,3,38,True,59.99,B, false,True,63.71,119.0,23.54,0.5,0.0,0.56,2.8848,1.43,3.33,0.0,2.316752012,15.6716896,21.67,12,12.33,,,0, true
897,897,1052915,30.0,unknown,unknown,no,False,5,2,55,True,79.99,E, false,True,57.58,363.0,40.0,56.75,0.0,-2.84,-0.447,158.03,9.0,1.0,1.803333333,10.65776689,6.0,12,3.67,,,3, false
898,898,1021203,78.0,unknown,unknown,yes,True,5,2,9,True,79.99,F, false,True,22.96,58.25,13.51,0.0,0.0,3.495,1.4288,0.0,0.0,0.0,0.33,7.582588155,0.0,24,0.33,,,0, false
899,899,1073597,58.0,unknown,unknown,no,False,4,1,344,True,,C, true,True,121.23,643.0,44.99,240.75,0.0,9.24,3.1039999999999996,33.77,27.0,1.0,1.610832263,8.515178577999999,8.0,12,4.67,,,0, false
900,900,1044492,30.0,unknown,suburban,no,False,8,1,443,True,,E, false,True,70.32,556.75,45.03,81.5,0.51,6.865,-0.095,89.67,28.67,0.0,1.0209775540000001,8.751552702,4.33,15,0.33,,,0, true
901,901,1058451,28.0,unknown,unknown,yes,False,7,2,95,True,59.99,C, false,True,145.67,1137.75,30.0,295.75,0.0,21.785,5.0552,312.62,55.33,16.33,0.778442616,3.324999745,12.33,15,0.0,,,0, true
902,902,1084124,38.0,unknown,suburban,no,True,4,1,367,True,,C, false,True,47.02,197.0,54.99,0.0,2.03,-2.04,-0.025,54.59,34.0,20.33,1.794117647,15.51157177,6.67,13,1.0,,,0, false
903,903,1039968,50.0,professional,town,no,False,7,2,94,True,9.99,B, false,True,45.09,108.0,19.99,56.75,0.0,0.28,0.0974,10.83,3.67,0.0,2.69088812,10.12333381,1.67,18,0.0,,,0, false
904,904,1002023,,unknown,suburban,unknown,False,1,13,128,True,399.99,B, true,False,137.76,2466.5,79.99,81.25,0.0,-18.69,-0.7316,541.32,119.0,131.0,1.2619047620000001,-8.294076777999999,14.0,42,0.0,,,2, false
905,905,1014444,26.0,unknown,unknown,yes,False,9,1,758,False,,A, false,True,10.51,30.0,10.0,0.75,0.2,-0.6,-0.02,2.4,5.33,0.33,2.499250375,11.02236392,2.0,25,0.33,,,3, true
906,906,1001833,34.0,unknown,unknown,yes,False,8,1,1415,False,,A, false,True,36.42,108.75,29.99,12.0,0.0,-0.455,-0.0692,2.17,0.0,0.0,3.527336861,-12.88995519,1.33,47,0.0,,,0, true
907,907,1031174,68.0,self-employed,unknown,yes,False,7,2,94,True,29.99,B, false,False,81.69,478.75,30.0,145.25,0.1,-1.875,-0.7888,102.6,24.67,8.33,3.230423042,-2.785180001,4.33,25,0.0,,,0, false
908,908,1047176,26.0,unknown,unknown,unknown,False,5,1,525,True,,B, true,True,108.87,668.75,49.99,80.25,1.57,-11.695,-1.0516,88.38,49.0,0.0,2.046938415,13.21191715,3.33,18,0.0,,,0, true
909,909,1068066,62.0,professional,unknown,no,False,8,1,379,True,,B, false,True,42.47,283.0,49.99,0.0,0.0,-1.66,-0.0296,33.71,32.0,13.0,4.660396543,11.39078664,7.33,13,0.0,,,1, false
910,910,1073703,46.0,unknown,town,no,True,7,2,124,True,149.99,G, false,True,113.45,764.5,44.99,221.5,0.1,6.67,2.4616,55.03,29.33,4.33,1.143821489,-6.314804017999999,16.67,12,7.33,,,0, false
911,911,1034063,50.0,unknown,town,no,True,10,1,615,True,,B, false,True,43.32,106.25,39.27,1.0,0.16,-0.285,-0.1776,12.63,11.0,1.0,0.709077098,-23.01789711,2.67,20,0.67,,,0, false
912,912,1064264,,unknown,suburban,unknown,False,1,1,296,True,,D, true,False,30.26,211.5,39.99,0.0,0.0,-0.97,-0.0054,72.05,3.0,0.0,1.351987024,4.3006413860000015,2.0,10,0.0,,,0, false
913,913,1080254,,unknown,suburban,unknown,False,1,1,270,True,,B, true,False,57.84,409.5,49.99,18.75,0.0,3.61,0.3524,75.1,20.0,14.0,2.981456231,-2.999599902,3.33,9,0.0,,,0, false
914,914,1044843,36.0,unknown,unknown,no,False,1,1,609,True,,B, true,False,81.77,916.5,44.99,6.75,31.66,6.39,-0.3584,135.56,10.0,19.33,1.186046512,-1.804983072,2.67,21,13.33,,,0, true
915,915,1063113,50.0,unknown,suburban,yes,True,10,1,471,True,,A, false,True,14.42,250.75,10.0,0.0,0.71,1.205,0.0758,48.7,12.0,7.33,9.067,18.00259091,2.33,16,0.0,,,0, true
916,916,1075805,,unknown,unknown,unknown,False,1,1,334,True,,C, true,False,72.55,861.0,54.99,69.0,0.0,4.94,1.1638,147.58,23.33,8.67,0.7572394659999999,-1.292198351,6.67,11,1.33,,,0, true
917,917,1004893,38.0,unknown,town,yes,True,9,2,158,True,29.99,A, false,True,73.05,653.0,59.99,59.25,0.53,1.74,-0.3236,122.47,47.67,8.33,3.550408202,-3.710512435,8.0,33,0.0,,,3, false
918,918,1045825,50.0,clerical,suburban,yes,False,7,1,492,True,,B, false,True,29.99,225.25,29.99,0.0,0.0,0.395,,59.04,15.0,0.0,3.137058824,16.55713249,2.67,16,9.67,,,0, false
919,919,1084471,58.0,unknown,rural,yes,False,8,1,197,True,,B, false,True,35.31,120.5,44.99,0.0,0.0,1.97,-0.0064,12.73,16.0,3.33,0.737272727,-7.3420038010000015,10.33,7,0.0,,,0, false
920,920,1043392,,unknown,town,unknown,False,1,1,562,True,,C, true,False,12.5,28.0,10.0,1.75,0.0,-0.56,-0.05,2.76,0.0,0.0,0.466,-2.61149446,0.33,19,2.33,,,0, true
921,921,1028561,,unknown,town,unknown,False,1,1,748,True,,B, true,False,30.24,368.5,32.49,0.0,0.0,0.31,-0.005,86.13,13.67,0.33,1.516331962,-3.404419102,2.33,25,0.0,,,0, false
922,922,1030808,44.0,unknown,town,no,True,7,1,739,False,,B, false,True,32.49,85.25,32.49,0.0,0.0,-0.065,,16.71,13.0,2.33,2.309285714,20.2354288,0.33,25,0.0,,,1, true
923,923,1092718,34.0,unknown,suburban,unknown,False,8,1,188,True,,D, false,True,81.71,1753.0,76.12,48.0,0.0,-35.06,-1.6342,464.81,164.33,59.67,0.608189495,-0.29242746,26.33,6,9.0,,,0, false
924,924,1054410,,unknown,unknown,unknown,False,1,1,416,True,,B, true,False,33.22,121.5,29.99,0.0,0.0,-0.57,-0.0646,2.48,1.33,0.33,0.520625,0.132458998,0.0,14,1.67,,,0, true
925,925,1022360,34.0,unknown,unknown,yes,False,5,2,87,True,29.99,B, false,True,63.32,1072.5,54.98,28.75,0.0,-4.65,-0.1668,436.29,29.67,3.33,1.170979061,3.8274858380000003,22.33,23,0.67,,,2, false
926,926,1055136,48.0,clerical,suburban,no,False,4,1,518,True,,F, false,True,64.68,513.5,45.5,86.75,0.31,-3.33,-0.6098,193.25,38.67,23.0,1.30844104,20.71021057,2.33,18,1.33,,,3, true
927,927,1053916,34.0,professional,suburban,yes,True,7,2,43,True,9.99,C, false,True,10.16,35.25,10.0,0.0,0.16,-0.025,-0.0032,0.74,7.33,1.33,5.2918454939999995,3.969564246,0.0,18,0.0,,,0, false
928,928,1008229,46.0,professional,suburban,yes,True,6,2,340,True,29.99,A, false,True,59.99,2.5,69.99,0.0,0.0,-0.05,,0.0,0.0,0.0,0.0,13.5668635,0.0,34,0.0,,,0, true
929,929,1091887,,unknown,town,unknown,False,1,1,198,True,,G, true,False,73.73,423.75,59.99,47.5,0.0,9.805,1.1252,122.59,26.0,11.0,1.613947368,4.2147515460000005,14.67,7,1.0,,,0, false
930,930,1071163,28.0,professional,unknown,no,True,7,1,359,False,,E, false,True,62.71,643.25,59.99,0.0,12.47,5.075,-0.2544,0.0,0.0,0.0,0.0,-6.790424532,0.0,12,0.0,,,0, true
931,931,1050195,46.0,unknown,unknown,unknown,False,9,1,452,True,,B, false,True,85.96,347.75,109.99,0.0,2.72,-4.975,-1.7192,105.33,18.0,0.33,2.494137931,7.133989193,6.0,15,0.0,,,0, true
932,932,1013131,60.0,professional,unknown,unknown,False,4,1,850,True,,A, false,True,33.14,70.75,29.99,0.0,0.16,-0.295,-0.0032,0.0,1.0,0.0,1.36239782,-10.77110005,0.67,28,0.0,,,0, false
933,933,1004669,42.0,professional,suburban,yes,True,10,3,345,True,129.99,A, false,True,41.72,119.25,42.49,0.5,0.16,2.355,0.0134,8.8,5.0,2.67,1.5280135819999998,26.409789399999998,2.67,37,0.0,,,0, false
934,934,1091847,,unknown,unknown,unknown,False,1,1,244,True,,F, true,False,66.94,239.25,50.88,76.75,0.0,9.815,1.9169999999999998,86.78,28.0,18.33,1.895848332,-8.258387937,5.33,9,0.0,,,0, false
935,935,1092954,,unknown,unknown,unknown,False,1,1,231,True,,G, true,False,42.66,561.75,44.99,6.5,5.07,3.685,-0.0768,194.07,39.33,27.33,0.6980341879999999,14.03299192,12.33,8,0.0,,,2, false
936,936,1063433,62.0,unknown,suburban,no,False,7,1,469,True,,B, false,False,11.49,774.0,10.0,0.0,0.0,4.84,-0.0296,66.9,21.0,6.0,4.057279236,-11.46950641,5.33,16,0.0,,,0, false
937,937,1042626,28.0,unknown,unknown,yes,False,7,1,630,True,,B, false,True,30.07,109.5,29.99,0.0,0.0,0.49,-0.0016,49.67,14.67,2.0,1.49970006,-3.319349341,1.33,21,0.0,,,0, false
938,938,1086324,30.0,unknown,unknown,unknown,True,9,1,356,True,,B, false,True,25.09,360.5,10.0,58.25,0.0,3.27,0.5682,84.94,3.67,12.67,1.929121317,11.46982465,5.0,12,0.0,,,0, false
939,939,1088849,,unknown,suburban,unknown,False,1,1,334,True,,E, true,False,69.22,2568.25,69.99,46.75,0.0,3.595,-0.3426,466.95,118.0,24.0,0.441030363,6.808093287999999,15.33,11,15.33,,,0, false
940,940,1099160,50.0,unknown,unknown,no,False,8,2,717,True,29.99,C, false,True,24.24,15.25,24.24,0.0,0.0,-0.125,0.115,0.0,0.33,0.0,0.28479657399999997,18.52878534,10.0,31,0.0,1.0,1.0,0, false
941,941,1029982,34.0,professional,town,yes,True,7,1,742,True,,B, false,True,43.04,357.75,30.0,33.0,0.0,-0.195,-0.0508,73.82,11.33,3.33,1.8975626380000001,1.5902770069999999,7.67,25,0.0,,,0, true
942,942,1043989,42.0,unknown,town,yes,True,7,2,16,True,149.99,B, false,True,54.29,278.0,45.0,22.75,0.0,2.32,0.2024,50.09,23.33,6.67,1.68520391,9.02185878,9.33,19,1.0,1.0,1.0,0, false
943,943,1056602,34.0,professional,town,yes,False,7,1,338,True,,B, false,True,30.37,169.0,30.0,0.25,0.0,1.74,0.0004,25.29,8.33,2.0,1.1332,4.859758333,6.0,11,0.0,,,0, false
944,944,1041162,32.0,unknown,suburban,yes,True,9,1,475,True,,B, false,True,96.51,646.0,50.0,134.25,0.0,0.66,0.1926,44.85,10.0,0.33,3.5960606060000004,-10.08419775,5.67,16,0.0,,,0, false
945,945,1089699,54.0,unknown,unknown,yes,False,10,1,219,True,,D, false,True,32.26,125.25,29.99,0.0,0.0,0.415,0.0656,15.63,4.67,0.33,1.388888889,-14.14986126,3.33,7,0.0,,,0, true
946,946,1012727,32.0,professional,suburban,unknown,True,7,1,907,True,,A, false,False,34.74,151.0,29.99,8.25,0.0,1.92,0.136,6.45,0.33,0.33,11.3325,7.911391028,2.67,30,0.0,,,0, true
947,947,1025381,,unknown,unknown,unknown,False,1,1,609,True,,A, true,False,32.97,248.75,29.99,7.75,0.0,0.085,-0.0386,93.93,7.0,0.0,7.409675443999999,0.582579948,4.67,20,0.0,,,0, false
948,948,1067149,40.0,unknown,unknown,no,True,1,1,447,True,,B, false,False,42.92,310.75,49.99,6.25,0.0,3.565,0.1362,0.0,0.0,0.0,0.0,8.799816765,0.0,15,0.0,,,0, false
949,949,1012510,56.0,unknown,suburban,yes,False,10,2,177,True,29.99,A, false,True,37.29,664.0,29.7,87.5,0.0,0.7,0.141,231.72,49.67,14.67,4.21578583,10.83852808,4.67,30,2.67,1.0,1.0,0, false
950,950,1095121,,unknown,suburban,no,False,7,1,253,True,,D, true,False,66.91,642.5,44.99,71.75,0.0,2.75,0.3326,145.58,26.33,22.33,1.4712068969999998,-1.065046594,5.67,9,0.0,,,0, false
951,951,1088539,38.0,professional,town,yes,True,10,2,14,True,299.99,B, false,True,148.03,945.0,79.99,223.75,0.0,0.78,-0.1996,320.51,28.67,2.67,7.303823529,9.764980417,10.33,10,0.0,,,0, true
952,952,1080012,,unknown,unknown,unknown,False,1,3,316,True,129.99,D, true,False,42.67,86.5,47.04,0.0,0.0,-1.55,0.2264,2.11,1.33,1.0,5.0,0.62605263,0.33,11,1.0,,,0, true
953,953,1065878,60.0,professional,town,no,False,5,2,33,True,149.99,C, false,True,59.26,33.0,49.99,0.0,0.0,-0.34,0.5144,1.98,4.33,0.33,38.39393939,-5.060513278999999,1.0,9,0.0,,,0, false
954,954,1061364,,unknown,unknown,unknown,False,1,1,421,True,,G, true,False,29.99,0.0,29.99,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.382976326,0.0,14,0.0,,,0, false
955,955,1075880,,unknown,unknown,unknown,False,1,1,334,True,,B, true,False,64.74,255.0,54.99,0.0,19.51,1.68,-0.395,19.05,13.33,3.67,1.907187718,12.86560306,1.0,11,0.0,,,0, true
956,956,1019300,56.0,clerical,suburban,no,False,7,1,687,False,,C, false,True,80.48,494.5,50.0,100.0,0.0,-1.57,-0.6096,0.59,0.33,0.0,1.214263851,-7.8647940510000005,3.33,23,2.0,,,0, true
957,957,1088886,,unknown,unknown,no,False,5,1,333,True,,C, true,True,53.99,0.0,59.99,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-7.085275343999999,0.0,11,0.0,,,0, true
958,958,1073417,,unknown,unknown,unknown,False,1,1,299,True,,E, true,False,68.24,114.75,69.99,0.0,0.0,-2.295,-0.005,8.48,5.67,0.0,2.092783505,2.464056453,0.67,10,1.33,,,0, false
959,959,1021146,32.0,unknown,unknown,no,False,2,2,356,True,79.99,B, false,True,50.51,284.25,29.99,48.0,0.0,5.555,0.8856,7.55,14.67,3.33,3.755664421,13.37869389,2.33,28,5.0,,,0, false
960,960,1033694,46.0,unknown,suburban,no,False,7,3,69,True,59.99,E, false,True,275.62,1237.5,62.7,571.25,32.99,-17.39,-3.9326,288.22,201.33,53.33,0.914862277,10.07469541,39.33,20,1.33,,,0, true
961,961,1034778,50.0,unknown,unknown,yes,True,7,4,67,True,29.99,E, false,True,104.98,1770.25,45.79,191.5,0.0,-11.545,-0.0226,338.75,202.33,60.0,0.9525499,0.655446045,77.67,20,5.67,,,0, false
962,962,1060149,,unknown,unknown,unknown,False,1,1,489,True,,A, true,False,81.72,639.25,89.99,0.0,0.0,-5.445,-0.0346,138.85,77.33,33.33,1.426718547,9.364443005,13.67,17,0.0,,,0, true
963,963,1085003,,unknown,unknown,unknown,False,1,1,302,True,,C, true,False,58.04,630.0,44.99,62.0,1.35,0.22,0.5824,191.39,35.0,5.67,1.256698219,30.84747589,32.0,10,2.67,,,0, false
964,964,1045662,,unknown,suburban,unknown,False,1,1,539,True,,E, true,False,31.34,181.0,39.99,0.0,0.64,-0.32,0.0196,46.78,28.67,2.67,1.6666666669999999,-1.339601993,2.0,18,0.0,,,0, false
965,965,1094560,56.0,unknown,unknown,yes,False,10,1,204,True,,B, false,False,91.96,611.75,104.99,0.0,0.0,5.145,0.0586,129.97,34.0,9.0,1.425180111,3.621696395,7.33,7,0.0,,,0, true
966,966,1094824,44.0,clerical,unknown,yes,True,4,1,259,True,,G, false,False,78.99,1286.0,34.99,100.0,0.0,-15.66,-0.6,707.48,27.33,2.33,1.020146419,-1.682157404,14.33,9,4.67,,,0, true
967,967,1089756,,unknown,unknown,unknown,False,1,1,218,True,,C, true,False,50.24,402.5,72.49,0.0,0.0,3.15,-0.005,39.49,14.33,0.0,3.2470370369999997,-9.669087057999999,0.33,7,8.0,,,0, true
968,968,1099629,,unknown,unknown,unknown,False,1,2,323,True,79.99,F, true,False,,0.0,0.0,0.0,0.0,0.0,,16.17,3.0,0.0,2.572347267,16.08753564,4.67,29,0.33,,,0, true
969,969,1063627,,unknown,unknown,unknown,False,1,1,299,False,,G, true,False,33.64,489.0,22.49,26.25,0.0,-1.74,-0.5378,208.79,82.33,23.33,1.097087379,-1.319420866,6.0,10,2.67,1.0,,0, false
970,970,1090213,,unknown,suburban,unknown,False,1,1,214,True,,G, true,False,76.74,713.75,69.99,67.5,0.0,-5.155,-0.535,306.35,21.0,37.0,1.071223358,-1.048942634,61.0,7,11.0,,,0, true
971,971,1015120,42.0,unknown,suburban,no,False,2,2,488,True,29.99,A, false,True,39.01,913.75,30.0,25.75,0.0,2.085,0.5408,67.39,38.67,0.67,0.425058348,-3.602671211,11.33,27,0.0,,,0, false
972,972,1077896,24.0,unknown,town,unknown,False,6,1,386,True,,B, false,True,26.28,804.5,44.99,0.75,0.0,-4.73,-0.0058,25.79,5.33,1.33,0.744653687,-9.087884075,5.33,13,0.0,,,0, true
973,973,1093205,64.0,unknown,unknown,yes,False,2,2,97,True,129.99,B, true,True,127.92,818.25,44.99,212.75,0.0,2.275,0.7932,159.01,115.0,44.0,1.0910759859999999,3.465759769,29.67,8,8.33,,,0, false
974,974,1041420,26.0,unknown,suburban,yes,False,8,2,259,True,9.99,B, false,True,51.36,425.75,39.99,19.0,11.05,-0.455,-0.1418,41.44,2.0,0.0,1.992714806,9.752807476000001,8.0,16,2.33,,,0, false
975,975,1081852,36.0,unknown,town,yes,False,8,1,373,True,,B, false,True,10.0,22.25,10.0,0.0,0.0,-0.225,,0.0,0.33,0.0,1.388333333,-4.575005731,1.33,13,0.0,,,0, true
976,976,1035407,46.0,professional,town,yes,False,6,1,536,False,,B, false,True,50.44,18.75,59.99,0.0,0.0,-0.375,-0.009000000000000001,5.77,0.0,0.0,10.09090909,2.008860747,0.0,18,0.33,,,0, false
977,977,1098370,36.0,unknown,unknown,yes,False,9,1,1158,False,,C, false,True,22.44,34.25,16.99,13.25,0.0,-0.165,-0.061,6.14,0.0,0.0,2.714285714,-14.45186678,1.0,38,0.0,,,0, true
978,978,1074539,62.0,retired,suburban,no,False,4,2,44,True,149.99,C, false,True,79.66,459.0,54.99,76.0,0.0,-0.48,-0.634,77.15,17.33,4.33,2.3305807869999997,-3.9703291089999997,3.33,8,0.0,,,0, false
979,979,1035613,24.0,unknown,unknown,yes,False,7,1,534,True,,E, true,False,66.05,648.5,34.98,24.0,5.51,-1.31,0.1296,138.48,41.0,17.33,0.507901959,-2.09903917,5.0,18,2.0,,,0, false
980,980,1070808,,unknown,unknown,unknown,False,1,1,253,True,,G, true,False,57.03,605.75,82.49,0.0,5.6,-3.955,-0.07400000000000001,0.0,0.0,0.0,0.0,-3.705887868,0.0,8,0.0,,,0, true
981,981,1082319,54.0,unknown,town,yes,False,6,1,372,True,,B, false,True,42.68,381.25,49.99,3.0,1.0,-2.585,-0.0538,24.82,37.67,5.33,7.708760852,-2.124212386,9.33,13,4.67,,,0, false
982,982,1050909,32.0,unknown,rural,yes,False,7,1,553,True,,E, false,True,23.37,167.0,16.12,35.0,0.0,-3.34,-0.4674,87.19,42.0,12.33,4.355363498,6.218733747000001,5.33,19,0.33,,,0, true
983,983,1043887,36.0,unknown,unknown,no,True,7,6,10,True,199.99,C, false,True,54.94,623.0,59.99,8.25,0.16,1.36,0.0576,148.46,35.67,21.67,2.084745763,1.435801121,16.33,19,3.0,,,1, true
984,984,1024572,38.0,unknown,suburban,yes,False,9,2,91,True,149.99,C, false,True,84.41,175.75,84.99,0.0,0.0,0.685,-0.1884,34.52,23.67,15.33,1.848636364,5.1857001160000005,6.33,20,3.33,,,0, false
985,985,1029758,,unknown,suburban,no,True,7,4,43,True,59.99,E, false,False,130.72,3254.75,79.99,178.5,0.29,-6.895,-0.8062,1479.38,18.0,3.0,1.304017595,-0.171826134,45.67,25,11.67,,,0, false
986,986,1071351,,unknown,town,unknown,False,1,1,249,True,,B, true,False,22.41,453.25,9.48,30.5,0.0,-9.065,-0.2482,0.0,0.0,0.0,0.0,2.2005235830000003,0.0,8,0.0,,,0, true
987,987,1075878,40.0,student,rural,yes,True,7,1,395,True,,B, true,False,36.39,526.5,44.99,4.0,0.0,-0.59,-0.027999999999999997,121.56,34.67,0.0,0.755841283,11.48160526,9.0,14,0.0,,,0, false
988,988,1075159,22.0,crafts,unknown,no,False,5,1,337,True,,F, false,True,265.04,1120.0,44.99,649.5,0.0,-3.48,-0.625,373.46,27.0,44.0,4.296875,4.466428344,14.0,12,0.0,,,0, true
989,989,1080522,,unknown,suburban,yes,False,4,1,315,True,,D, true,False,31.2,367.75,39.99,2.75,0.0,2.865,0.0528,134.83,14.33,13.0,0.729461111,0.423527019,6.0,11,0.0,,,0, false
990,990,1070825,38.0,unknown,unknown,yes,True,10,1,361,True,,B, false,True,81.47,357.75,84.99,0.0,0.0,0.725,0.01,53.47,4.67,0.0,3.5526483730000002,15.10081193,2.33,12,0.0,,,0, false
991,991,1027298,52.0,crafts,unknown,yes,True,4,4,328,True,99.99,C, false,False,80.42,2299.5,84.99,22.0,0.0,-5.61,-0.0888,251.09,125.67,53.33,1.182429967,4.4187997469999996,9.67,23,14.33,,,0, true
992,992,1024919,,unknown,unknown,unknown,False,1,2,210,True,29.99,C, true,False,55.21,313.25,29.99,41.25,3.68,-0.865,-0.1412,94.4,12.0,8.67,2.999558888,2.210905918,4.0,26,0.33,,,0, false
993,993,1080551,,unknown,suburban,unknown,False,1,3,147,True,79.99,E, true,False,66.06,619.75,60.6,25.5,0.0,-3.595,-0.451,166.6,29.67,0.0,3.577321429,6.128173487000001,1.67,13,13.33,,,0, false
994,994,1035460,,unknown,suburban,unknown,False,1,1,536,True,,F, true,False,32.78,140.25,32.49,0.0,0.0,0.215,-0.0058,0.17,1.0,0.0,3.819918145,-18.74270244,5.0,18,0.0,,,0, false
995,995,1030143,60.0,professional,town,unknown,True,10,1,634,True,,B, false,True,32.97,53.25,32.49,0.0,0.48,0.695,-0.0096,0.85,1.0,0.67,1.455661664,-1.7019509030000002,1.67,21,0.0,,,0, true
996,996,1042759,28.0,unknown,unknown,no,False,6,2,335,True,129.99,E, true,True,87.02,636.75,94.23,6.25,0.29,-3.675,-0.0328,122.97,21.33,8.67,2.013888889,19.43017286,9.0,19,3.33,,,0, false
997,997,1029266,38.0,unknown,rural,yes,False,7,2,584,True,29.99,B, false,True,69.39,562.75,60.2,22.75,0.24,2.725,-0.1494,117.14,45.67,11.0,3.0672882039999996,-2.820710645,3.67,25,0.0,,,0, true
